Name,CMP,ATH%,PE,EPS,PB,MCap,ROCE%,ROE%,Sales_Grwth%,Profit_Grwth%,MedPE,ROCE_5Yr%,ROE_5Yr%,Debt2EqR,PAT_12M,CFO_2_EBITDA%,CapType,Symbol,Latest
https://www.screener.in/company/ZYDUSLIFE/consolidated/,1175,12.71,24.05,44.93,4.41,117206.69,21.14,21.25,21.11,4.55,21.31,0.88,21.01,0.46,4592.7,23.56,LC,ZYDUSLIFE,1
https://www.screener.in/company/HDFCLIFE/consolidated/,538.2,52.5,59.21,9.14,5.96,116922.62,10.3,11.28,4.3,5.05,86.76,0.19,10.77,0.16,1975.16,1020.15,LC,HDFCLIFE,1
https://www.screener.in/company/MUTHOOTFIN/consolidated/,2889,43.63,10.19,283.29,2.88,115984.23,15.8,30.92,50.65,84.79,14.93,3.03,22.8,4.02,11457.45,-185.88,LC,MUTHOOTFIN,1
https://www.screener.in/company/GAIL/consolidated/,175.25,40.57,11.63,15.02,1.28,115228.62,9.67,8.71,3.52,1.35,11.77,0.75,12.37,0.28,9870.29,77.46,LC,GAIL,1
https://www.screener.in/company/IRFC/,88,160.28,16.03,5.5,2.03,115002.85,5.64,12.81,4.87,7.79,17.67,0.8,13.79,7.69,7190.69,-100.02,LC,IRFC,1
https://www.screener.in/company/SBIFUNDS/consolidated/,564.6,10.7,37.13,15.06,,114999.3,56.5,43.02,17.27,20.76,38.25,1.16,36.53,0,3067.38,61.08,LC,SBIFUNDS,1
https://www.screener.in/company/JINDALSTEL/consolidated/,1096.5,19.12,36.24,26.65,2.21,111852.67,9.7,8.22,16.45,-19.17,17.25,0.23,11.27,0.44,2708.7,72.24,MC,JINDALSTEL,1
https://www.screener.in/company/MARICO/consolidated/,857.5,3.78,58.95,14.54,26.45,111336.74,47.05,42.82,25.14,13.12,54.48,0.73,39.26,0.13,1952,82.57,MC,MARICO,1
https://www.screener.in/company/UNITDSPR/consolidated/,1529.3,11.16,60.02,25.9,12.44,111233.77,26.39,21.43,3.12,15.37,61.65,0.36,20.22,0.05,1884,54.89,MC,UNITDSPR,1
https://www.screener.in/company/GVT&D/,4329.45,30.5,82.11,50.97,41.22,110855.59,76.43,57.32,43.91,76.51,103.03,0.7,27.08,0.01,1305.04,96.36,MC,GVT&D,1
https://www.screener.in/company/ABCAPITAL/consolidated/,401.65,7.23,27.29,15.04,3.08,109910.11,8.72,12.04,16.33,18.14,17.99,0.44,14.55,5.22,4118.85,-211.8,MC,ABCAPITAL,1
https://www.screener.in/company/GMRAIRPORT/consolidated/,103.4,18.54,194.3,0.45,,109179.8,11.65,,38.8,159.42,537.2,,,,757.47,76.43,MC,GMRAIRPORT,1
https://www.screener.in/company/LLOYDSME/consolidated/,1935.85,9.86,22.85,86.01,7.83,108970.34,27.29,36.58,230.21,210.66,30.45,1.6,40.71,1.49,4920.94,45.58,MC,LLOYDSME,1
