run_id,portfolio_id,analysis_type,run_datetime,strategy_version,engine_version,config_hash,eod,status,reproducibility_hash,prospects_hash,screener_hash,momentum_hash,portfolio_stocks_hash,investments_hash,portfolio_amounts_hash
run_20260815_211742_e3c340b3,ankit,prospects,2026-08-15 21:19:42,0.5,0.5.0,d30f12a94108539dc667ea521ef7507694cf997ffda03e94d76b659cb48880c9,False,COMPLETED,f04446196bc6a7180b6fc03dbd669d36f5fac44c1bff4c1d7d1c1e5292fbeca5,6093079b2f93f6b037a72df27b8ebe234be709cd52fcb64c0179c3d660d5c298,e81ddbc2c10bb3c4f328984b5c4ded75d842750827fc47a977bd24274be55d99,e1eaec5e0c602f363bc6adfff5c4eb6fecb71a363cbde7c688d68ece01e963e0,0c69e32920f18d627ee988a5a8d7774287e269e81860ee72f01dc91a3889a1a2,83bb41e5cf13f3b650b3a8d7aa0f03770fcd52e03eb91f80f78d3a9fbc969945,aab724aa2569aa5c45576dbf2019cda7f99505e19c06ce1660c86138c27f43a4
run_20260815_211742_e3c340b3,ankit,portfolio,2026-08-15 21:20:09,0.5,0.5.0,d30f12a94108539dc667ea521ef7507694cf997ffda03e94d76b659cb48880c9,False,COMPLETED,f04446196bc6a7180b6fc03dbd669d36f5fac44c1bff4c1d7d1c1e5292fbeca5,6093079b2f93f6b037a72df27b8ebe234be709cd52fcb64c0179c3d660d5c298,e81ddbc2c10bb3c4f328984b5c4ded75d842750827fc47a977bd24274be55d99,e1eaec5e0c602f363bc6adfff5c4eb6fecb71a363cbde7c688d68ece01e963e0,0c69e32920f18d627ee988a5a8d7774287e269e81860ee72f01dc91a3889a1a2,83bb41e5cf13f3b650b3a8d7aa0f03770fcd52e03eb91f80f78d3a9fbc969945,aab724aa2569aa5c45576dbf2019cda7f99505e19c06ce1660c86138c27f43a4
